sent,verb,index,sign,seq_label,label,verbs,indexs,signs,labels,dataset
"A spokesman for the real estate investment trust , which was set up a year ago to lease properties to American Medical International Inc . , a health - care concern , said there is n't any immediate plan to fill the chief executive position ",fill,[40],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[40],['NONE'],[0],trofi
"The situation for soybeans does n't become critical until next week , when the crop 's need for moisture soars as its pods begin to fill with beans ",fill,[25],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[25],['NONE'],[0],trofi
Wo n't fill a cardboard box ,fill,[2],NONE,"[0, 0, 0, 0, 0, 0]",0,['fill'],[2],['NONE'],[0],trofi
"Johnson & Johnson , caught off guard by the sudden surge in demand , says it is several weeks behind filling orders ",fill,[20],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[20],['NONE'],[0],trofi
"Leasing defers more of the profit from filled orders to the future , he said ",fill,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[7],['NONE'],[0],trofi
"The regional carrier , which has three DC-9 aircraft and uses two of them for charter flights , also said William E. Lindsey , its chairman , was elected to the additional post of chief executive officer , filling a vacancy created by the resignation in February of Thomas Volz ",fill,[38],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[38],['NONE'],[0],trofi
"The load factor , or percentage of seats filled , for the month declined to 54.6 % from 55.7 % a year earlier ",fill,[8],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[8],['NONE'],[0],trofi
"But industry lobbyists argued successfully that reconstituting spent plastic containers into such alternative products as flower pots , drainpipes , synthetic lumber , and filling for pillows and sleeping bags should count against the recycling targets ",fill,[24],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[24],['NONE'],[0],trofi
"But to take this often - repeated mistake as a basis for the misleading conclusion that our streets will be forever filled with happy motorists , secure in their bliss because of endless oil supplies , is so naive as to border on irresponsibility ",fill,[21],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[21],['NONE'],[0],trofi
"John E. Overmyer , president of this maker of petroleum dispensing equipment and systems , was named to the additional post of chairman , filling a vacancy ",fill,[24],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[24],['NONE'],[0],trofi
"The Nihon Keizai Shimbun , Japan 's leading business daily , reports that U.S. companies take an average of six months to a year to fill orders for Japanese buyers ",fill,[25],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[25],['NONE'],[0],trofi
"THE NEW YORK OFFICES of Simulations Publications Inc. looked like a poorly financed college fraternity house : shabby furniture , maze - like corridors , rooms filled with mountains of paper ",fill,[26],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[26],['NONE'],[0],trofi
"Also , Charles L. Magee , formerly deputy general counsel , was named vice president , general counsel and secretary , filling vacancies created when Richard Stewart resigned to pursue private law practice ",fill,[21],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[21],['NONE'],[0],trofi
"And if occupancy ran low , the administrator would just let the doctors know and the beds would fill up ",fill,[18],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[18],['NONE'],[0],trofi
"The airline said load factor , or the percentage of seats filled , was 39.3 % , up from 37.7 % a year earlier ",fill,[11],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[11],['NONE'],[0],trofi
"Merrill O. Burns , an executive vice president of Manufacturers Hanover Corp . , was named a director of this utility , filling a vacancy ",fill,[22],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[22],['NONE'],[0],trofi
"The county also got two letters of reference , filled with praise for Mrs. Guba ",fill,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[9],['NONE'],[0],trofi
"'' We believe the person who is working on the line , making our ice cream , filling the pints , is a very important person , '' Mr. Cohen says ",fill,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[17],['NONE'],[0],trofi
"Mr. Tassin 's new team will be filled out by Stephen Gardner , 28 , and Christopher Kreidler , 24 , who were hired during the past year to work with the group ",fill,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[7],['NONE'],[0],trofi
"Arden L. Bement Jr . , vice president , technical resources , of TRW Inc . , was named a director of this maker of electronic test and measurement instruments , filling a vacancy ",fill,[31],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[31],['NONE'],[0],trofi
She filled out a report right away ,fill,[1],NONE,"[0, 0, 0, 0, 0, 0, 0]",0,['fill'],[1],['NONE'],[0],trofi
"Though they may fill some of the same military needs , the missiles are quite different from any arms the Saudis have sought from the U.S ",fill,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[3],['NONE'],[0],trofi
"The three board positions will be filled by Michael Tun Zan , executive vice president of Pacific Bank ; Khateeb Lateef , an investment adviser ; and Theodore M. Bell , an attorney ",fill,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[6],['NONE'],[0],trofi
"Clergymen , philosophers , sociologists and political scientists have filled the pages of scholarly journals about the subject ",fill,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[9],['NONE'],[0],trofi
"Mr. Choi , filling three pages with computations , offers this stern -- and unsettling -- advice to one American business reporter : '' Do n't write about investing this summer ",fill,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[3],['NONE'],[0],trofi
"But the rumor was embraced by the market as it helped fill in the paucity of news on which to trade , according to participants ",fill,[11],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[11],['NONE'],[0],trofi
"Two executive vice presidents resigned from First Chicago Corp. to take other jobs , and the banking concern shifted some officers to fill the vacancies ",fill,[22],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[22],['NONE'],[0],trofi
"The appointments , filling vacant posts , are the first since the company 's top officers resigned at the end of May ",fill,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[3],['NONE'],[0],trofi
"Allen J. Krowe , 56 years old , leaves his job as executive vice president and a director of IBM to fill the positions at Texaco currently held by Richard G. Brinkman , who at 61 , will retire early ",fill,[21],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[21],['NONE'],[0],trofi
"'' We 're evaluating and talking to our customers , '' a spokesman says , '' but it is not clear what role biodegradable plastics will fill . '",fill,[26],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[26],['NONE'],[0],trofi
"Instead , '' They should expel all the people living in the { British } countryside and allow secondary forests to grow and fill these new forests with wolves and bears etc . so you can study them before studying tropical animals . '",fill,[23],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[23],['NONE'],[0],trofi
"Department stores nationwide are cutting back on apparel from such designers as Calvin Klein , Ralph Lauren and Liz Claiborne and instead filling racks with store brands ",fill,[22],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[22],['NONE'],[0],trofi
"Conceivably , either the Federal Land Bank of Columbia , S.C . , or the Federal Land Bank of Texas , based in Austin , or both , could extend their operations to fill the lending void after the liquidation , said Mr. Naylor , the system 's chief regulator ",fill,[33],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[33],['NONE'],[0],trofi
"IBP was harshly critical of the report , charging that the portions referring to IBP are '' filled with innuendo and gross overstatements '' and that the hearings were held '' to serve the egotistical needs of Congressman Lantos . '",fill,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[17],['NONE'],[0],trofi
"The new chairman has been a board member since Nov. 1 , 1985 , filling a term that expires Aug. 27 , 1990 ",fill,[14],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[14],['NONE'],[0],trofi
"And with no individual or group coming forward to fill the vacuum , '' no one knows how or when order and government will be restored . '",fill,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[9],['NONE'],[0],trofi
"While filling movie houses and exciting donors are both honorable tasks , the facts do n't support the histrionics ",fill,[1],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[1],['NONE'],[0],trofi
"Its load factor , or percentage of seats filled , rose to 47.4 % from 41.8 % ",fill,[8],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[8],['NONE'],[0],trofi
"Formerly senior vice president of the international division of the New York Stock Exchange , he fills a vacancy created by recent resignations ",fill,[16],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[16],['NONE'],[0],trofi
"Although the office towers filled up quickly -LRB- they 're still 96 % occupied -RRB- , the tony stores -- including Cartier and Mark Cross -- foundered ",fill,[4],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[4],['NONE'],[0],trofi
"Fern C. Portnoy was named to the board of this membership warehouse chain , filling a vacancy ",fill,[14],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[14],['NONE'],[0],trofi
"Fred J. Kupel , chief financial officer and vice president , finance and administration , at this forest products concern , was named a director , filling a vacancy and returning board membership to 11 ",fill,[26],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[26],['NONE'],[0],trofi
"But this is an institution , filled with patients who ' ve lost their health and some who ' ve lost their minds ",fill,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[6],['NONE'],[0],trofi
I found that the journalists were delighted to find a young person interested enough in their trade to come in and go through the press clippings in those fascinating metal drawers that filled the morgue ,fill,[32],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[32],['NONE'],[0],trofi
"Compaq Computer Corp. is expected to unveil today a long - awaited line of laptop computers , filling a gaping hole in the company 's product line ",fill,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[17],['NONE'],[0],trofi
"Passenger loads , the number of seats filled per plane , increased to 58.8 % from 56.1 % ",fill,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[7],['NONE'],[0],trofi
"â Tell him I am very sorry, but I must fill the quota.",fill,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['fill'],[10],['VERB'],[1],vua
STATES MOVE to fill what they see as a void in job training ,fill,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[3],['VERB'],[1],trofi
"His inadequacy , vacillation and -LRB- a favorite -RRB- '' imbecility '' were widely condemned , along with his intellect , or lack of it : '' You can not . .. fill his . .. empty skull with brains . '",fill,[32],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[32],['VERB'],[1],trofi
"Back then in 1876 , Wagner nearly went bankrupt trying to fill up his new theater , and a good many who did attend , among them Tchaikovsky , left word of the boredom they barely conquered listening to this gigantic parable of love , lust , power and greed dovetailed over decades out of quaint Nordic myths and some 200 leitmotives ",fill,[11],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[11],['VERB'],[1],trofi
"After being widowed at the age of 50 , this heretofore conventional woman began making sculptures , systematically filling her house and yard with her weird creations ",fill,[18],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[18],['VERB'],[1],trofi
But it 's truly disappointing to see him turning to television parodies to fill out the play ,fill,[13],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,['fill'],[13],['VERB'],[1],trofi
"The Soviet leader gave vent to his criticism of Washington 's policies in general toward Moscow , which he described as filled with contradictions ",fill,[21],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['fill'],[21],['VERB'],[1],trofi
"Critics argue that Barclays 's expansion simply will fill its loan book with bad debts nobody else wants , a contention bank officials dispute ",fill,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[8],['VERB'],[1],trofi
"He now says that specialty retailing fills the bill , but he made a number of profitable forays in the meantime ",fill,[6],VERB,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[6],['VERB'],[1],trofi
"But on this wintry afternoon when the air is filled with the smell of homemade cinnamon buns , Doris Van Sickle , once the Boone County Democratic women 's chairman , is surrounded by her new allies -- political novices eager to meet Marlene Elwell , the Michigan housewife who has organized the Midwest for the former religious broadcaster ",fill,[9],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[9],['VERB'],[1],trofi
"In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen filled television screens around the world , the perception was that South Africa 's white - dominated government was losing its grip ",fill,[14],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[14],['VERB'],[1],trofi
"To keep from wresting top executives from the driver 's seat , Runzheimer says , more companies are trying to fill fleets with less expensive models ",fill,[20],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['fill'],[20],['VERB'],[1],trofi
"Mr. Vann 's life is a stunning story , its surface brilliance concealing sexual compulsions that filled his private life with lies ",fill,[16],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['fill'],[16],['VERB'],[1],trofi
Locusts fill the eerie silence of old battlegrounds ; peasants give live locusts to their babies as toys ,fill,[1],VERB,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[1],['VERB'],[1],trofi
It no longer fills its stage with second - rate English aria - mongers ,fill,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[3],['VERB'],[1],trofi
Last year the movies were filled with babies ,fill,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0]",1,"['fill', 'fill']","[5, 5]","['VERB', 'VERB']","[1, 1]",trofi
"After seven years of Republican appointments , the courts of appeals are filled with able judges of a moderate to conservative stripe ",fill,[12],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[12],['VERB'],[1],trofi
"Wynfred Joshua of the Defense Intelligence Agency says that if the U.S. does n't seize the opportunity to engage the Iranians , the Soviet Union will fill the void ",fill,[26],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['fill'],[26],['VERB'],[1],trofi
"The typical opinion of the Supreme Court is so long and verbose , so filled with legalese synonyms , so encrusted with substantive footnotes , so totally unclear and inconsistent in the use of legal terms of art that only the devoted professional can hope to follow and understand what is going on ",fill,[14],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[14],['VERB'],[1],trofi
The executives ' positions at their previous agencies have n't yet been filled ,fill,[12],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,['fill'],[12],['VERB'],[1],trofi
It was a fight that filled magazines and books and gave professors case histories for business schools ,fill,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[5],['VERB'],[1],trofi
"And Mr. Karnes , a political unknown selected by GOP Gov. Kay Orr to fill a Senate vacancy created by the death of Edward Zorinsky 18 months ago , is followed by the shadow of his rival wherever he goes ",fill,[14],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[14],['VERB'],[1],trofi
"In a city where night life leans toward kids cruising on weekends , Gene Harris and his cohorts have filled a void and then some ",fill,[19],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['fill'],[19],['VERB'],[1],trofi
"In an extreme close - up , Mr. Gorton 's face then fills the screen : '' I needed to listen more , and the voters made that point crystal clear ",fill,[12],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[12],['VERB'],[1],trofi
"The priest , a young bearded man with a flat - topped black hat , wore gold vestments that glistened in the candlelight as he processed around the filled church ",fill,[28],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,['fill'],[28],['VERB'],[1],trofi
"'' In doing so , it would be filling the wishes of the U.S. government , which also is concerned that the dollar could rise too quickly ",fill,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[8],['VERB'],[1],trofi
Stories of dog restaurants being shooed from areas tourists frequent filled the foreign press in pre - Olympic days ,fill,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['fill'],[10],['VERB'],[1],trofi
